,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
14359,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1191,Subscriber,1990,Female,29.0,2022-04-29
14360,18 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4435,Subscriber,1991,Female,27.0,2017-04-11
14361,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4422,Subscriber,1988,Male,26.0,2017-04-30
14362,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,3447,Customer,1980,Female,29.0,2020-02-10
14363,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,2046,Subscriber,1973,Male,29.0,2019-05-22
14364,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,766,Subscriber,1978,Female,27.0,2019-06-07
14365,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4975,Subscriber,1993,Male,26.0,2018-08-11
14366,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5025,Subscriber,1986,Female,26.0,2022-04-29
14367,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5159,Subscriber,1975,Male,29.0,2022-04-29
14368,8 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5193,Subscriber,1957,Male,26.0,2022-04-29
14369,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5374,Subscriber,1994,Female,26.0,2019-11-05
14370,5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4381,Subscriber,1980,Male,26.0,2018-05-20
14371,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2039,Subscriber,1987,Female,27.0,2019-05-11
14372,12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5565,Subscriber,1966,Male,26.0,2017-05-13
14373,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5265,Subscriber,1995,Male,29.0,2019-12-17
14374,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4809,Subscriber,1976,Male,29.0,2017-04-10
14375,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5444,Subscriber,1990,Male,27.0,2018-08-24
14376,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,500,Subscriber,1985,Female,27.0,2019-06-04
14377,12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5217,Subscriber,1985,Female,27.0,2022-04-29
14378,4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,4821,Subscriber,1987,Male,26.0,2018-03-20
14379,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,3115,Subscriber,1990,Female,29.0,2019-04-11
14380,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5416,Subscriber,1984,Female,26.0,2019-03-15
14381,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2231,Subscriber,1989,Female,27.0,2020-01-27
14382,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4931,Subscriber,1984,Male,27.0,2022-04-29
14383,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1064,Customer,1987,Female,26.0,2017-07-17
14384,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1644,Subscriber,1985,Female,26.0,2018-10-08
14385,8 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5024,Subscriber,1986,Male,29.0,2022-04-29
14386,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5226,Subscriber,1979,Male,27.0,2022-04-29
14387,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,624,Subscriber,1990,Female,26.0,2022-04-29
14388,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5385,Subscriber,1995,Female,26.0,2017-08-24
14389,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4947,Subscriber,1971,Male,27.0,2018-10-16
14390,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2584,Subscriber,1990,Male,26.0,2018-05-10
14391,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4939,Subscriber,1963,Male,26.0,2018-11-22
14392,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3071,Subscriber,1989,Male,27.0,2017-08-09
14393,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3442,Subscriber,1982,Female,26.0,2017-07-30
14394,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,1846,Subscriber,1973,Male,29.0,2017-10-05
14395,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),27,Customer,1974,Male,29.0,2022-04-29
14396,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4358,Subscriber,1986,Male,27.0,2017-01-29
14397,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),192,Subscriber,1981,Male,26.0,2019-03-26
14398,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4715,Subscriber,1987,Male,26.0,2019-12-12
14399,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,140,Subscriber,1989,Female,26.0,2017-07-28
14400,12 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5448,Subscriber,1953,Male,27.0,2018-03-05
14401,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2193,Subscriber,1991,Male,27.0,2018-10-29
14402,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4959,Subscriber,1995,Male,29.0,2022-04-29
14403,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,1664,Subscriber,1989,Male,27.0,2018-03-11
14404,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,3385,Subscriber,1987,Male,27.0,2018-12-10
14405,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,1104,Subscriber,1990,Male,27.0,2017-02-02
14406,12 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5314,Subscriber,1991,Male,26.0,2017-09-26
14407,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,47,Customer,1983,Male,26.0,2019-10-15
14408,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1321,Subscriber,1981,Male,26.0,2018-03-21
14409,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3592,Subscriber,1982,Male,27.0,2019-05-15
14410,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1423,Subscriber,1990,Female,27.0,2022-04-29
14411,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2970,Subscriber,1977,Male,27.0,2019-12-14
14412,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),13,Commercial St at Montgomery St,4464,Subscriber,1979,Male,29.0,2017-05-06
14413,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4726,Customer,1987,Female,26.0,2022-04-29
14414,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4877,Subscriber,1988,Female,26.0,2018-07-12
14415,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4572,Subscriber,1978,Female,26.0,2017-06-28
14416,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,1615,Subscriber,1991,Male,27.0,2018-08-25
14417,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1708,Subscriber,1991,Male,27.0,2018-12-28
14418,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5573,Subscriber,1983,Male,26.0,2017-08-11
14419,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2054,Subscriber,1993,Male,26.0,2019-03-11
14420,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3115,Subscriber,1971,Male,29.0,2022-04-29
14421,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4812,Subscriber,1973,Male,27.0,2022-04-29
14422,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5017,Subscriber,1978,Male,27.0,2017-06-08
14423,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4825,Subscriber,1988,Male,26.0,2022-04-29
14424,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5233,Subscriber,1986,Male,27.0,2022-04-29
14425,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5371,Subscriber,1988,Male,26.0,2018-05-20
14426,21 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,2125,Customer,1993,Female,29.0,2018-07-22
14427,22 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,498,Customer,1993,Female,26.0,2022-04-29
14428,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2548,Subscriber,1984,Male,26.0,2019-10-01
14429,3 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,5162,Subscriber,1990,Female,27.0,2018-09-19
14430,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1481,Customer,1987,Male,27.0,2019-12-15
14431,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4773,Subscriber,1970,Male,26.0,2018-12-09
14432,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5039,Subscriber,1987,Male,26.0,2018-05-21
14433,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),101,15th St at Potrero Ave,5425,Subscriber,1987,Female,29.0,2019-03-19
14434,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5276,Subscriber,1986,Male,27.0,2018-12-24
14435,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5537,Subscriber,1983,Male,26.0,2022-04-29
14436,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4656,Subscriber,1983,Male,26.0,2018-02-22
14437,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5565,Subscriber,1982,Male,26.0,2018-03-24
14438,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4675,Subscriber,1975,Male,26.0,2022-04-29
14439,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4943,Subscriber,1994,Male,26.0,2018-11-05
14440,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,1851,Subscriber,1974,Male,29.0,2019-01-20
14441,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4953,Subscriber,1980,Male,26.0,2018-09-24
14442,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4928,Subscriber,1951,Male,27.0,2017-06-08
14443,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4400,Subscriber,1981,Male,27.0,2022-04-29
14444,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4407,Subscriber,1983,Male,26.0,2018-07-28
14445,5 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5272,Subscriber,1988,Male,27.0,2018-12-19
14446,13 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4586,Subscriber,1985,Female,27.0,2019-06-14
14447,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4961,Subscriber,1984,Female,26.0,2017-06-06
14448,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5062,Subscriber,1995,Male,29.0,2019-08-03
14449,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5381,Subscriber,1958,Male,29.0,2017-11-29
14450,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5441,Subscriber,1980,Male,27.0,2017-09-13
14451,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1686,Subscriber,1983,Male,29.0,2022-04-29
14452,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,4639,Subscriber,1980,Male,27.0,2019-01-03
14453,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4981,Subscriber,1987,Male,26.0,2022-04-29
14454,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3663,Customer,1973,Female,26.0,2019-05-24
14455,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,4635,Subscriber,1986,Male,27.0,2018-07-22
14456,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5304,Subscriber,1989,Female,29.0,2017-06-03
14457,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4659,Subscriber,1986,Female,27.0,2022-04-29
14458,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1087,Subscriber,1991,Male,27.0,2017-06-11
14459,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5349,Subscriber,1967,Male,29.0,2022-04-29
14460,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,858,Subscriber,1992,Female,27.0,2017-05-11
14461,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2769,Subscriber,1967,Male,26.0,2019-06-10
14462,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3379,Subscriber,1974,Male,26.0,2018-06-26
14463,7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5037,Subscriber,1982,Male,26.0,2018-02-17
14464,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,707,Customer,1975,Male,27.0,2022-04-29
14465,13 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,5029,Customer,1959,Male,26.0,2017-06-14
14466,12 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4375,Subscriber,1971,Male,27.0,2018-06-06
14467,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5350,Subscriber,1980,Male,26.0,2018-03-14
14468,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5491,Subscriber,1973,Male,26.0,2022-04-29
14469,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5035,Subscriber,1986,Male,26.0,2022-04-29
14470,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4834,Subscriber,1990,Male,26.0,2022-04-29
14471,8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1310,Subscriber,1969,Male,27.0,2022-04-29
14472,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5292,Subscriber,1968,Male,27.0,2019-03-05
14473,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1228,Customer,1980,Male,27.0,2022-04-29
14474,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5342,Subscriber,1981,Female,27.0,2019-01-24
14475,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5398,Subscriber,1982,Male,26.0,2017-06-20
14476,10 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5293,Subscriber,1989,Male,27.0,2018-02-20
14477,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5524,Subscriber,1988,Female,27.0,2018-06-08
14478,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5538,Subscriber,1967,Male,26.0,2019-09-17
14479,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,492,Subscriber,1976,Male,26.0,2017-09-28
14480,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1975,Subscriber,1987,Male,26.0,2018-09-20
14481,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1457,Subscriber,1989,Female,26.0,2019-06-29
14482,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,2426,Subscriber,1982,Male,29.0,2019-06-10
14483,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4977,Subscriber,1990,Male,29.0,2018-04-12
14484,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4572,Subscriber,1965,Male,26.0,2019-12-05
14485,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,3611,Subscriber,1972,Male,26.0,2019-11-27
14486,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4438,Subscriber,1986,Male,26.0,2019-03-21
14487,6 minutes,22,Howard St at Beale St,14,Clay St at Battery St,530,Subscriber,1998,Male,26.0,2017-08-10
14488,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,2200,Subscriber,1988,Male,29.0,2017-03-08
14489,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4961,Subscriber,1992,Male,26.0,2018-11-07
14490,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4936,Subscriber,1986,Male,29.0,2022-04-29
14491,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,2774,Subscriber,1983,Male,26.0,2017-06-17
14492,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4624,Subscriber,1981,Male,26.0,2022-04-29
14493,8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5458,Subscriber,1981,Male,26.0,2018-03-06
14494,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5441,Subscriber,1972,Male,27.0,2019-11-20
14495,4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,5152,Subscriber,1980,Male,26.0,2022-04-29
14496,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2446,Subscriber,1991,Male,27.0,2022-04-29
14497,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5464,Subscriber,1977,Male,27.0,2018-02-22
14498,5 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4967,Subscriber,1987,Male,29.0,2019-06-16
14499,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5250,Subscriber,1976,Male,27.0,2018-09-21
14500,24 minutes,22,Howard St at Beale St,120,Mission Dolores Park,4958,Subscriber,1998,Male,27.0,2018-04-20
14501,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4937,Subscriber,1979,Male,29.0,2017-06-30
14502,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,1168,Subscriber,1978,Male,26.0,2018-07-05
14503,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5386,Subscriber,1992,Female,27.0,2017-02-02
14504,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5469,Subscriber,1990,Male,26.0,2019-06-28
14505,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5023,Subscriber,1978,Male,26.0,2022-04-29
14506,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,2375,Subscriber,1976,Male,27.0,2019-11-24
14507,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5490,Subscriber,1994,Male,29.0,2017-05-09
14508,16 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,270,Subscriber,1972,Female,27.0,2017-12-10
14509,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4821,Subscriber,1973,Male,26.0,2022-04-29
14510,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5247,Subscriber,1992,Male,26.0,2022-04-29
14511,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4413,Subscriber,1991,Male,26.0,2022-04-29
14512,9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,6235,Subscriber,1988,Male,26.0,2022-04-29
14513,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1367,Subscriber,1984,Male,27.0,2019-10-03
14514,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4974,Subscriber,1992,Female,26.0,2019-02-02
14515,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5487,Subscriber,1993,Male,27.0,2022-04-29
14516,4 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,4653,Subscriber,1989,Female,26.0,2022-04-29
14517,11 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,521,Subscriber,1970,Male,26.0,2022-04-29
14518,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4796,Subscriber,1986,Male,27.0,2019-11-23
14519,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,2185,Subscriber,1963,Male,27.0,2019-02-07
14520,13 minutes,81,Berry St at 4th St,77,11th St at Natoma St,3319,Subscriber,1990,Female,26.0,2022-04-29
14521,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,3237,Subscriber,1978,Other,29.0,2019-07-22
14522,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4706,Subscriber,1989,Male,27.0,2022-04-29
14523,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5023,Subscriber,1994,Male,26.0,2019-11-24
14524,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1591,Subscriber,1988,Male,26.0,2018-02-20
14525,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4801,Customer,1967,Male,29.0,2022-04-29
14526,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4375,Subscriber,1975,Male,27.0,2022-04-29
14527,9 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,2053,Subscriber,1983,Male,26.0,2017-12-17
14528,9 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,1176,Subscriber,1974,Male,26.0,2018-01-25
14529,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4852,Customer,1989,Female,26.0,2018-04-12
14530,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5304,Subscriber,1970,Male,29.0,2017-07-25
14531,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3595,Subscriber,1974,Male,26.0,2022-04-29
14532,10 minutes,22,Howard St at Beale St,19,Post St at Kearny St,1252,Subscriber,1998,Female,29.0,2018-09-04
14533,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5338,Subscriber,1977,Male,26.0,2019-10-02
14534,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4911,Subscriber,1991,Male,26.0,2018-11-17
14535,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5465,Customer,1989,Female,27.0,2017-05-19
14536,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5132,Subscriber,1985,Male,27.0,2017-03-20
14537,6 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,2993,Subscriber,1993,Male,27.0,2017-09-24
14538,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,3653,Subscriber,1983,Male,26.0,2018-03-08
14539,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4629,Subscriber,1988,Male,29.0,2017-09-22
14540,7 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),3589,Subscriber,1988,Female,26.0,2018-02-22
14541,12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,1650,Subscriber,1986,Male,27.0,2018-07-21
14542,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2426,Subscriber,1977,Male,29.0,2017-10-31
14543,9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,430,Subscriber,1980,Male,26.0,2019-11-10
14544,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3494,Subscriber,1992,Male,26.0,2018-10-10
14545,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),136,23rd St at San Bruno Ave,4600,Subscriber,1994,Female,26.0,2018-07-30
14546,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4974,Subscriber,1983,Male,26.0,2018-03-11
14547,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5487,Subscriber,1991,Male,27.0,2018-03-10
14548,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5411,Customer,1974,Male,26.0,2022-04-29
14549,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3223,Subscriber,1973,Male,26.0,2019-08-01
14550,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5267,Subscriber,1982,Male,29.0,2019-09-07
14551,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3186,Subscriber,1977,Male,29.0,2022-04-29
14552,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4822,Subscriber,1967,Male,26.0,2022-04-29
14553,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2881,Subscriber,1963,Female,27.0,2017-09-15
14554,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5302,Subscriber,1979,Male,26.0,2017-12-23
14555,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5307,Subscriber,1974,Male,27.0,2018-03-24
