,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
1801,9 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1908,Subscriber,1987,Male,26.0,2022-04-29
1802,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4575,Subscriber,1989,Male,26.0,2022-04-29
1803,3 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),5275,Subscriber,1994,Male,29.0,2022-04-29
1804,23 minutes,16,Steuart St at Market St,122,19th St at Mission St,4614,Subscriber,1985,Male,27.0,2018-04-04
1805,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,1183,Subscriber,1992,Male,29.0,2018-05-08
1806,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5540,Subscriber,1995,Male,27.0,2018-12-12
1807,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5045,Subscriber,1972,Male,26.0,2017-07-28
1808,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4999,Subscriber,1985,Male,26.0,2022-04-29
1809,12 minutes,22,Howard St at Beale St,77,11th St at Natoma St,1967,Subscriber,1984,Male,29.0,2022-04-29
1810,12 minutes,81,Berry St at 4th St,59,S Van Ness Ave at Market St,4802,Subscriber,1991,Male,26.0,2019-04-02
1811,11 minutes,81,Berry St at 4th St,59,S Van Ness Ave at Market St,4811,Subscriber,1990,Female,27.0,2018-03-11
1812,3 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,5383,Subscriber,1980,Male,29.0,2018-02-23
1813,8 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5182,Subscriber,1968,Male,27.0,2019-01-04
1814,1 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),5460,Subscriber,1985,Male,26.0,2018-02-08
1815,10 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,1085,Subscriber,1977,Male,26.0,2019-12-03
1816,20 minutes,3,Powell St BART Station (Market St at 4th St),115,Jackson Playground,3666,Subscriber,1994,Female,26.0,2018-01-18
1817,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5343,Subscriber,1995,Male,26.0,2018-04-04
1818,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4902,Customer,1995,Female,27.0,2017-07-12
1819,10 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5010,Subscriber,1989,Male,29.0,2017-10-29
1820,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5288,Subscriber,1992,Female,27.0,2018-01-13
1821,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,5273,Subscriber,1980,Male,27.0,2022-04-29
1822,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4725,Subscriber,1965,Male,26.0,2017-08-15
1823,14 minutes,3,Powell St BART Station (Market St at 4th St),122,19th St at Mission St,6234,Subscriber,1987,Male,26.0,2020-01-11
1824,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4658,Subscriber,1975,Male,26.0,2017-08-13
1825,14 minutes,81,Berry St at 4th St,41,Golden Gate Ave at Polk St,5574,Subscriber,1981,Male,27.0,2018-08-18
1826,7 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,4835,Subscriber,1992,Male,29.0,2019-10-18
1827,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),59,S Van Ness Ave at Market St,5368,Subscriber,1986,Female,27.0,2017-03-31
1828,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,3716,Subscriber,1964,Male,26.0,2020-01-19
1829,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5045,Subscriber,1979,Female,26.0,2017-07-11
1830,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),223,16th St Mission BART Station 2,4572,Subscriber,1980,Male,26.0,2018-08-03
1831,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4408,Subscriber,1959,Male,27.0,2019-12-14
1832,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4438,Customer,1985,Male,26.0,2019-03-07
1833,6 minutes,22,Howard St at Beale St,81,Berry St at 4th St,4811,Subscriber,1977,Male,27.0,2018-04-01
1834,23 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),2103,Customer,1968,Male,29.0,2022-04-29
1835,4 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,4836,Subscriber,1986,Male,26.0,2019-03-11
1836,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5505,Subscriber,1999,Male,26.0,2017-03-12
1837,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),321,5th St at Folsom,5014,Subscriber,1980,Male,26.0,2022-04-29
1838,6 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5489,Subscriber,1974,Male,26.0,2019-03-10
1839,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4651,Subscriber,1987,Male,26.0,2020-02-19
1840,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,5272,Subscriber,1980,Male,27.0,2019-07-31
1841,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5023,Subscriber,1988,Male,26.0,2018-09-05
1842,24 minutes,22,Howard St at Beale St,71,Broderick St at Oak St,1705,Subscriber,1977,Male,27.0,2022-04-29
1843,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5518,Subscriber,1990,Male,27.0,2018-06-29
1844,17 minutes,3,Powell St BART Station (Market St at 4th St),131,22nd St at Dolores St,3610,Subscriber,1968,Male,27.0,2019-10-25
1845,4 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,1586,Subscriber,1984,Female,29.0,2017-08-14
1846,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5328,Subscriber,1980,Male,29.0,2017-07-27
1847,18 minutes,5,Powell St BART Station (Market St at 5th St),349,Howard St at Mary St,4771,Customer,1988,Male,29.0,2019-12-01
1848,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4456,Subscriber,1985,Male,26.0,2017-09-10
1849,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4934,Subscriber,2000,Male,27.0,2022-04-29
1850,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5343,Subscriber,2000,Male,26.0,2017-06-08
1851,8 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),2107,Customer,1991,Male,27.0,2022-04-29
1852,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,127,Subscriber,1978,Male,26.0,2017-03-18
1853,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4557,Subscriber,2000,Male,26.0,2017-02-19
1854,19 minutes,16,Steuart St at Market St,99,Folsom St at 15th St,1052,Subscriber,1987,Male,26.0,2017-02-25
1855,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5565,Subscriber,1994,Male,26.0,2020-02-11
1856,17 minutes,22,Howard St at Beale St,41,Golden Gate Ave at Polk St,5276,Subscriber,1992,Male,27.0,2018-12-23
1857,9 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,4611,Subscriber,1985,Male,29.0,2022-04-29
1858,7 minutes,22,Howard St at Beale St,323,Broadway at Kearny,5027,Subscriber,1979,Male,26.0,2019-08-30
1859,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5574,Subscriber,1960,Female,27.0,2022-04-29
1860,2 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,4603,Subscriber,1978,Male,27.0,2022-04-29
1861,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5426,Subscriber,1973,Male,27.0,2022-04-29
1862,18 minutes,22,Howard St at Beale St,115,Jackson Playground,4351,Customer,1979,Male,29.0,2022-04-29
1863,11 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,5541,Subscriber,1980,Female,26.0,2018-08-21
1864,5 minutes,5,Powell St BART Station (Market St at 5th St),20,Mechanics Monument Plaza (Market St at Bush St),5000,Subscriber,1978,Male,26.0,2022-04-29
1865,12 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5343,Subscriber,1987,Male,26.0,2019-03-16
1866,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4400,Subscriber,1962,Male,27.0,2017-02-17
1867,36 minutes,81,Berry St at 4th St,380,Masonic Ave at Turk St,4749,Subscriber,1997,Female,26.0,2022-04-29
1868,13 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4408,Customer,1963,Male,27.0,2018-04-15
1869,2 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5218,Subscriber,1986,Male,26.0,2020-02-11
1870,24 minutes,81,Berry St at 4th St,133,Valencia St at 22nd St,2434,Subscriber,1988,Male,26.0,2018-02-04
1871,8 minutes,22,Howard St at Beale St,104,4th St at 16th St,4956,Subscriber,1984,Male,27.0,2019-09-19
1872,16 minutes,22,Howard St at Beale St,115,Jackson Playground,5059,Subscriber,1986,Male,27.0,2019-07-21
1873,7 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4924,Subscriber,1999,Male,27.0,2019-06-18
1874,7 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4986,Subscriber,1994,Male,26.0,2018-05-03
1875,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5098,Subscriber,1966,Male,29.0,2019-11-02
1876,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,4347,Subscriber,1995,Male,29.0,2017-02-20
1877,5 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4957,Subscriber,1987,Male,27.0,2018-03-16
1878,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5469,Subscriber,1994,Female,26.0,2017-07-19
1879,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4848,Subscriber,1986,Male,26.0,2022-04-29
1880,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5425,Subscriber,1963,Male,29.0,2022-04-29
1881,82 minutes,22,Howard St at Beale St,42,San Francisco City Hall (Polk St at Grove St),5229,Subscriber,1995,Female,26.0,2022-04-29
1882,3 minutes,81,Berry St at 4th St,64,5th St at Brannan St,5271,Subscriber,1978,Female,27.0,2018-03-08
1883,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5148,Subscriber,1991,Female,27.0,2017-07-19
1884,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,4940,Customer,1980,Male,27.0,2019-03-10
1885,13 minutes,5,Powell St BART Station (Market St at 5th St),139,Garfield Square (25th St at Harrison St),5475,Customer,1981,Male,26.0,2019-10-05
1886,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5312,Subscriber,2000,Male,26.0,2018-07-17
1887,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5098,Subscriber,1985,Male,29.0,2018-04-04
1888,5 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4937,Subscriber,1990,Male,29.0,2018-11-12
1889,27 minutes,81,Berry St at 4th St,104,4th St at 16th St,1843,Subscriber,1996,Female,26.0,2018-04-12
1890,2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5425,Subscriber,1984,Male,29.0,2017-04-10
1891,8 minutes,3,Powell St BART Station (Market St at 4th St),23,The Embarcadero at Steuart St,1194,Customer,1978,Female,29.0,2018-08-09
1892,7 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,5173,Subscriber,1994,Male,29.0,2017-05-07
1893,6 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4719,Subscriber,1983,Female,26.0,2018-07-12
1894,18 minutes,16,Steuart St at Market St,116,Mississippi St at 17th St,688,Subscriber,1952,Male,26.0,2017-11-20
1895,8 minutes,81,Berry St at 4th St,78,Folsom St at 9th St,5322,Subscriber,1985,Female,29.0,2019-07-29
1896,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,5240,Subscriber,1983,Male,27.0,2017-07-06
1897,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5243,Subscriber,1999,Male,27.0,2019-11-27
1898,16 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5294,Subscriber,1961,Male,27.0,2022-04-29
1899,18 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5234,Subscriber,1987,Male,26.0,2019-11-29
1900,8 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,4603,Subscriber,1975,Male,27.0,2022-04-29
1901,14 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4930,Subscriber,1967,Male,26.0,2019-05-18
1902,8 minutes,3,Powell St BART Station (Market St at 4th St),23,The Embarcadero at Steuart St,4793,Subscriber,1980,Male,26.0,2019-11-30
1903,19 minutes,3,Powell St BART Station (Market St at 4th St),120,Mission Dolores Park,5367,Customer,1997,Male,27.0,2022-04-29
1904,19 minutes,3,Powell St BART Station (Market St at 4th St),120,Mission Dolores Park,4822,Subscriber,1976,Female,26.0,2022-04-29
1905,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4848,Subscriber,1992,Female,26.0,2022-04-29
1906,9 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5227,Subscriber,1979,Male,29.0,2022-04-29
1907,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4435,Subscriber,1980,Male,27.0,2018-05-31
1908,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,430,Subscriber,1984,Male,26.0,2022-04-29
1909,6 minutes,81,Berry St at 4th St,63,Bryant St at 6th St,4373,Customer,1990,Male,29.0,2017-04-20
1910,8 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5173,Subscriber,1974,Male,29.0,2017-10-15
1911,77 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,5009,Customer,1989,Other,29.0,2022-04-29
1912,41 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,4834,Subscriber,1992,Male,26.0,2019-06-24
1913,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4625,Customer,1992,Male,26.0,2022-04-29
1914,10 minutes,81,Berry St at 4th St,49,S Park St at 3rd St,5552,Subscriber,1962,Male,26.0,2017-02-20
1915,41 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,5235,Customer,1977,Male,27.0,2019-07-23
1916,13 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,4928,Subscriber,1988,Male,27.0,2022-04-29
1917,25 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5538,Subscriber,1964,Other,26.0,2017-11-15
1918,2 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4626,Subscriber,1988,Male,27.0,2017-03-13
1919,23 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,4414,Subscriber,1983,Male,27.0,2019-03-26
1920,29 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,2001,Customer,1991,Male,29.0,2022-04-29
1921,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4729,Subscriber,1989,Male,26.0,2018-12-09
1922,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4603,Subscriber,1998,Male,27.0,2022-04-29
1923,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4982,Subscriber,1995,Male,27.0,2022-04-29
1924,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),4986,Subscriber,2000,Male,26.0,2022-04-29
1925,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5475,Subscriber,2000,Female,26.0,2019-07-11
1926,20 minutes,22,Howard St at Beale St,126,Esprit Park,4889,Subscriber,1991,Female,26.0,2018-11-05
1927,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4384,Subscriber,1987,Male,27.0,2022-04-29
1928,13 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1975,Subscriber,1980,Male,26.0,2018-02-26
1929,13 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5576,Subscriber,1983,Male,26.0,2018-04-27
1930,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),101,15th St at Potrero Ave,5467,Subscriber,1984,Male,27.0,2017-08-25
1931,5 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5426,Subscriber,1955,Male,27.0,2022-04-29
1932,38 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),4793,Subscriber,1974,Female,26.0,2019-11-14
1933,16 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,4626,Subscriber,1988,Male,27.0,2018-03-30
1934,31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5047,Customer,1992,Female,26.0,2019-05-05
1935,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4933,Customer,1992,Female,27.0,2017-12-06
1936,17 minutes,16,Steuart St at Market St,115,Jackson Playground,5277,Subscriber,1991,Female,27.0,2022-04-29
1937,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5560,Subscriber,1967,Male,29.0,2017-05-27
1938,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,266,Subscriber,1983,Female,29.0,2017-05-27
1939,3 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5272,Subscriber,1999,Male,27.0,2018-09-23
1940,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4390,Customer,1987,Male,29.0,2022-04-29
1941,109 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,5576,Subscriber,1995,Female,26.0,2019-12-14
1942,11 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,4414,Customer,1985,Male,27.0,2018-10-31
1943,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,5281,Subscriber,1989,Female,26.0,2022-04-29
