,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
0,1999,actor,1/11/99,Acting,Michael J. Fox
1,1999,Comedian,1/12/99,Comedy,Sandra Bernhard
2,1999,television actress,1/13/99,Acting,Tracey Ullman
3,1999,film actress,1/14/99,Acting,Gillian Anderson
4,1999,actor,1/18/99,Acting,David Alan Grier
5,1999,actor,1/19/99,Acting,William Baldwin
6,1999,Singer-lyricist,1/20/99,Musician,Michael Stipe
7,1999,model,1/21/99,Media,Carmen Electra
8,1999,actor,1/25/99,Acting,Matthew Lillard
9,1999,stand-up comedian,1/26/99,Comedy,David Cross
10,1999,actress,1/27/99,Acting,Yasmine Bleeth
11,1999,actor,1/28/99,Acting,D. L. Hughley
12,1999,television actress,10/18/99,Acting,Rebecca Gayheart
13,1999,Comedian,10/19/99,Comedy,Steven Wright
14,1999,actress,10/20/99,Acting,Amy Brenneman
15,1999,actress,10/21/99,Acting,Melissa Gilbert
16,1999,actress,10/25/99,Acting,Cathy Moriarty
17,1999,comedian,10/26/99,Comedy,Louie Anderson
18,1999,actress,10/27/99,Acting,Sarah Michelle Gellar
19,1999,Singer-songwriter,10/28/99,Musician,Melanie C
20,1999,actor,10/4/99,Acting,Greg Proops
21,1999,television personality,10/5/99,Media,Maury Povich
22,1999,actress,10/6/99,Acting,Brooke Shields
23,1999,Comic,10/7/99,Comedy,Molly Shannon
24,1999,actor,11/1/99,Acting,Chris O'Donnell
25,1999,actress,11/15/99,Acting,Christina Ricci
26,1999,Singer-songwriter,11/16/99,Musician,Tori Amos
27,1999,actress,11/17/99,Acting,Yasmine Bleeth
28,1999,comedian,11/18/99,Comedy,Bill Maher
29,1999,actress,11/2/99,Acting,Jennifer Love Hewitt
30,1999,rock band,11/29/99,Musician,Goo Goo Dolls
31,1999,musician,11/3/99,Musician,Dave Grohl
32,1999,Film actor,11/30/99,Acting,Stephen Rea
33,1999,Model,11/4/99,Media,Roshumba Williams
34,1999,television actress,11/8/99,Acting,Kellie Martin
35,1999,actress,11/9/99,Acting,Kathy Griffin
36,1999,actress,12/1/99,Acting,Laura San Giacomo
37,1999,journalist,12/13/99,Media,Joan Lunden
38,1999,actress,12/14/99,Acting,Shannen Doherty
39,1999,,12/15/99,,Greatest Millennium Special
40,1999,comedian,12/16/99,Comedy,George Carlin
41,1999,actor,12/2/99,Acting,Michael Boatman
42,1999,actor,12/20/99,Acting,David Boreanaz
43,1999,singer-songwriter,12/21/99,Musician,Jewel
44,1999,actor,12/6/99,Acting,Paul Rudd
45,1999,us senator,12/7/99,Politician,"Senator Bob Dole, part 1"
46,1999,us senator,12/8/99,Politician,"Senator Bob Dole, part 2"
47,1999,actor,12/9/99,Acting,Rob Schneider
48,1999,comedian,2/1/99,Comedy,George Carlin
49,1999,actress,2/10/99,Acting,"Pamela Anderson, Natalie Raitano, Molly Culver"
50,1999,actress,2/10/99,Acting,"Pamela Anderson, Natalie Raitano, Molly Culver"
51,1999,actress,2/10/99,Acting,"Pamela Anderson, Natalie Raitano, Molly Culver"
52,1999,film actor,2/11/99,Acting,Daniel Stern
53,1999,actress,2/16/99,Acting,Melina Kanakaredes
54,1999,comedian,2/17/99,Comedy,Ed McMahon
55,1999,actor,2/18/99,Acting,Mike Judge
56,1999,actor,2/2/99,Acting,Dave Foley
57,1999,television actress,2/3/99,Acting,Kellie Martin
58,1999,actor,2/4/99,Acting,Jerry O'Connell
59,1999,actress,2/8/99,Acting,Melissa Gilbert
60,1999,actor,2/9/99,Acting,Brendan Fraser
61,1999,pianist,3/1/99,Musician,John Tesh
62,1999,Vocalist,3/10/99,Musician,Sammy Hagar
63,1999,rock band,3/11/99,Musician,"Hootie & the Blowfish, Billy Crystal"
64,1999,actor,3/11/99,Acting,"Hootie & the Blowfish, Billy Crystal"
65,1999,Film actor,3/15/99,Acting,Peter Krause
66,1999,musician,3/16/99,Musician,Chris Isaak
67,1999,writer,3/17/99,Media,"Frank DeCaro's Oscar Special, John Larroquette"
68,1999,actor,3/17/99,Acting,"Frank DeCaro's Oscar Special, John Larroquette"
69,1999,actor,3/18/99,Acting,Joseph Gordon-Levitt
70,1999,actor,3/2/99,Acting,Eric McCormack
71,1999,actress,3/22/99,Acting,Jennifer Grey
72,1999,Stand-up comedian,3/23/99,Comedy,Norm Macdonald
73,1999,actress,3/24/99,Acting,Sandra Bullock
74,1999,actress,3/25/99,Acting,Janine Turner
75,1999,Film director,3/29/99,Media,Ron Howard
76,1999,actress,3/3/99,Acting,Jeri Ryan
77,1999,actor,3/30/99,Acting,Omar Epps
78,1999,actress,3/31/99,Acting,Diane Lane
79,1999,actor,3/4/99,Acting,Ryan Phillippe
80,1999,actor,3/8/99,Acting,Ian McKellen
81,1999,actor,3/9/99,Acting,Jon Voight
82,1999,actor,4/1/99,Acting,Stephen Baldwin
83,1999,actor,4/12/99,Acting,Ernie Hudson
84,1999,film actor,4/13/99,Acting,Josh Charles
85,1999,actor,4/14/99,Acting,Jackie Chan
86,1999,actress,4/15/99,Acting,Marlee Matlin
87,1999,actress,4/19/99,Acting,Sharon Lawrence
88,1999,actor,4/20/99,Acting,Rob Estes
89,1999,actress,4/21/99,Acting,Angelina Jolie
90,1999,stand-up comedian,4/22/99,Comedy,David Spade
91,1999,actor,4/26/99,Acting,Seth Green
92,1999,actress,4/27/99,Acting,Sheryl Lee Ralph
93,1999,singer,4/28/99,Musician,Chris Robinson
94,1999,comedian,4/29/99,Comedy,Joy Behar
95,1999,actor,5/10/99,Acting,Thomas Gibson
96,1999,actress,5/11/99,Acting,Paula Cale
97,1999,actor,5/12/99,Acting,Ted Danson
98,1999,actor,5/13/99,Acting,Esai Morales
99,1999,actress,5/17/99,Acting,Jane Seymour
100,1999,Comedian,5/18/99,Comedy,Robert Schimmel
101,1999,actress,5/19/99,Acting,Camryn Manheim
102,1999,actor,5/20/99,Acting,Ray Romano
103,1999,television actress,5/24/99,Acting,Patricia Richardson
104,1999,actress,5/25/99,Acting,Suzanne Somers
105,1999,actress,5/26/99,Acting,Natalie Portman
106,1999,actor,5/27/99,Acting,Jamie Foxx
107,1999,actor,6/10/99,Acting,Timothy Hutton
108,1999,actor,6/14/99,Acting,Mike Myers
109,1999,actor,6/15/99,Acting,Rob Lowe
110,1999,actor,6/16/99,Acting,Mike Myers
111,1999,actress,6/17/99,Acting,Heather Graham
112,1999,film actress,6/21/99,Acting,Felicity Huffman
113,1999,television host,6/22/99,Media,Jimmy Kimmel
114,1999,actor,6/23/99,Acting,Adam Sandler
115,1999,Stand-up comedian,6/24/99,Comedy,Richard Belzer
116,1999,Comedian,6/28/99,Comedy,Margaret Cho
117,1999,actor,6/29/99,Acting,Scott Wolf
118,1999,actress,6/30/99,Acting,Roseanne Barr
119,1999,singer,6/7/99,Musician,Harry Connick Jr.
120,1999,comedian,6/8/99,Comedy,Caroline Rhea
121,1999,actor,6/9/99,Acting,Damon Wayans
122,1999,actor,7/1/99,Acting,Rob Schneider
123,1999,televison actor,7/12/99,Acting,Adam Arkin
124,1999,muppet,7/13/99,Media,Miss Piggy
125,1999,actor,7/14/99,Acting,John Leguizamo
126,1999,Stand-up comedian,7/15/99,Comedy,Robert Klein
127,1999,actress,7/19/99,Acting,Christa Miller
128,1999,stand-up comedian,7/20/99,Comedy,David Brenner
129,1999,,7/21/99,,Third Anniversary Special
130,1999,actress,7/22/99,Acting,Joely Fisher
131,1999,singer,7/26/99,Musician,Donny Osmond
132,1999,actress,7/27/99,Acting,Wendie Malick
133,1999,Vocalist,7/28/99,Musician,Vince Neil
134,1999,film actress,7/29/99,Acting,Janeane Garofalo
135,1999,comedian,8/10/99,Comedy,Dom Irrera
136,1999,actor,8/11/99,Acting,Pierce Brosnan
137,1999,director,8/12/99,Media,Eduardo Sanchez and Daniel Myrick
138,1999,film director,8/12/99,Media,Eduardo Sanchez and Daniel Myrick
139,1999,american television personality,8/16/99,Media,Carson Daly
140,1999,actress,8/17/99,Acting,Molly Ringwald
141,1999,actress,8/18/99,Acting,Sarah Jessica Parker
142,1999,actor,8/19/99,Acting,French Stewart
143,1999,actress,8/2/99,Acting,Bebe Neuwirth
144,1999,actress,8/23/99,Acting,Cheryl Ladd
145,1999,rapper,8/24/99,Musician,LL Cool J
146,1999,singer-songwriter,8/25/99,Musician,Dwight Yoakam
147,1999,actress,8/26/99,Acting,Nia Long
148,1999,actor,8/3/99,Acting,Garry Marshall
149,1999,,8/30/99,,The Daily Show Summer Spectacular
150,1999,actor,8/4/99,Acting,Denis Leary
151,1999,actor,8/5/99,Acting,Jeffrey Tambor
152,1999,actor,8/9/99,Acting,Dave Foley
153,1999,comedian,9/13/99,Comedy,Elayne Boosler
154,1999,actor,9/14/99,Acting,Tom Green
155,1999,actor,9/15/99,Acting,Jason Priestley
156,1999,stand-up comedian,9/16/99,Comedy,David Cross
157,1999,actor,9/20/99,Acting,Andy Richter
158,1999,singer,9/21/99,Musician,Donny Osmond Marie Osmond
159,1999,comedian,9/22/99,Comedy,Dave Chappelle
160,1999,actor,9/23/99,Acting,Steve Zahn
161,1999,Stand-up comedian,9/27/99,Comedy,Norm Macdonald
162,1999,actress,9/28/99,Acting,Melissa Joan Hart
163,1999,Comedian,9/29/99,Comedy,Richard Lewis
164,1999,actor,9/30/99,Acting,Bruce McCulloch and Mark McKinney
165,1999,comedian,9/30/99,Comedy,Bruce McCulloch and Mark McKinney
166,2000,football player,1/10/00,Athletics,Joe Montana
167,2000,actor,1/11/00,Acting,Will Ferrell
168,2000,rapper,1/12/00,Musician,Ice Cube
169,2000,Singer-lyricist,1/13/00,Musician,Michael Stipe
170,2000,actress,1/17/00,Acting,Penelope Ann Miller
171,2000,actor,1/18/00,Acting,Frankie Muniz
172,2000,actor,1/19/00,Acting,Freddie Prinze Jr.
173,2000,former mayor of cincinatti,1/20/00,Politician,Jerry Springer
174,2000,Film actress,1/24/00,Acting,Selma Blair
175,2000,Film actor,1/25/00,Acting,Peter Krause
176,2000,model,1/26/00,Media,Jenny McCarthy
177,2000,actor,1/27/00,Acting,David Arquette
178,2000,actress,1/4/00,Acting,Cynthia Nixon
179,2000,Singer-songwriter,1/5/00,Musician,Robbie Williams
180,2000,Stand-up comedian,1/6/00,Comedy,Richard Belzer
181,2000,singer-songwriter,10/16/00,Musician,Alice Cooper
182,2000,actor,10/17/00,Acting,Christian Slater
183,2000,actor,10/18/00,Acting,Joshua Jackson
184,2000,actor,10/19/00,Acting,Brendan Fraser
185,2000,actor,10/2/00,Acting,Dean Cain
186,2000,actor,10/23/00,Acting,Kevin James
187,2000,comedian,10/24/00,Comedy,Jeff Garlin
188,2000,businesswoman,10/25/00,Business,Posh Spice & Baby Spice
189,2000,singer,10/25/00,Musician,Posh Spice & Baby Spice
190,2000,actor,10/26/00,Acting,Steven Weber
191,2000,actor,10/3/00,Acting,Ashton Kutcher
192,2000,actress,10/30/00,Acting,Brett Butler
193,2000,journalist,10/31/00,Media,David Frost
194,2000,singer-songwriter,10/4/00,Musician,Jewel
195,2000,activist,10/5/00,Advocacy,Ralph Nader
196,2000,Media person,11/1/00,Media,Phil Donahue
197,2000,actor,11/13/00,Acting,Adam Sandler
198,2000,actress,11/14/00,Acting,Patricia Arquette
199,2000,actor,11/15/00,Acting,Adam Sandler
200,2000,actor,11/16/00,Acting,Rhys Ifans
201,2000,actor,11/2/00,Acting,Michael Richards
202,2000,,11/20/00,,Tales of Survival with Vance DeGeneres
203,2000,actor,11/27/00,Acting,John Goodman
204,2000,actress,11/28/00,Acting,Laura San Giacomo
205,2000,film actor,11/29/00,Acting,Billy Campbell
206,2000,actor,11/30/00,Acting,Anthony Clark
207,2000,former us senator,11/6/00,Politician,Arlen Specter
208,2000,american politician,11/7/00,Politician,Bob Dole
209,2000,Stand-up comedian,11/8/00,Comedy,Richard Belzer
210,2000,Filmmaker,11/9/00,Media,Michael Moore
211,2000,radio personality,12/11/00,Media,Ira Glass
212,2000,commentator,12/12/00,Media,Greta Van Susteren
213,2000,,12/13/00,,no guest
214,2000,Journalist,12/14/00,Media,Wolf Blitzer
215,2000,actress,12/18/00,Acting,Marla Sokoloff
216,2000,actress,12/19/00,Acting,Marisa Tomei
217,2000,actress,12/20/00,Acting,Jeri Ryan
218,2000,film actress,12/21/00,Acting,Gillian Anderson
219,2000,actor,12/4/00,Acting,Thomas Gibson
220,2000,actress,12/5/00,Acting,Faith Ford
221,2000,actor,12/6/00,Acting,Chris O'Donnell
222,2000,actor,12/7/00,Acting,Marlon Wayans
223,2000,actor,2/1/00,Acting,Jeff Bridges
224,2000,actor,2/1/00,Acting,Vin Diesel
225,2000,Singer-songwriter,2/14/00,Musician,Moby
226,2000,actor,2/15/00,Acting,Dennis Farina
227,2000,actor,2/16/00,Acting,Matthew Perry
228,2000,comedian,2/17/00,Comedy,Ed McMahon
229,2000,former senator from kansas,2/2/00,Politician,"Focus on New Hampshire Special, special guest Bob Dole"
230,2000,actor,2/22/00,Acting,Snoop Dogg
231,2000,actress,2/23/00,Acting,Charlize Theron
232,2000,actress,2/24/00,Acting,Rachael Leigh Cook
233,2000,actor,2/28/00,Acting,Forest Whitaker
234,2000,actor,2/3/00,Acting,Jason Priestly
235,2000,actor,3/1/00,Acting,Tobey Maguire
236,2000,stand-up comedian,3/13/00,Comedy,Eddie Izzard
237,2000,actress,3/14/00,Acting,Kim Delaney
238,2000,Journalist,3/15/00,Media,Wolf Blitzer
239,2000,comedian,3/16/00,Comedy,George Wallace
240,2000,comedian,3/2/00,Comedy,Ellen DeGeneres
241,2000,actor,3/20/00,Acting,Chris Meloni
242,2000,actress,3/21/00,Acting,Marla Sokoloff
243,2000,comedian,3/22/00,Comedy,Eric Idle
244,2000,film actress,3/23/00,Acting,Leelee Sobieski
245,2000,singer-songwriter,3/27/00,Musician,John Lydon
246,2000,actor,3/28/00,Acting,Joshua Jackson
247,2000,Reporter,3/29/00,Media,Sam Donaldson
248,2000,actor,3/30/00,Acting,Jimmy Smits
249,2000,actor,3/6/00,Acting,Neil Patrick Harris
250,2000,actor,3/7/00,Acting,Kevin Pollak
251,2000,american politician,3/8/00,Politician,Bob Dole
252,2000,comedian,3/9/00,Comedy,Garry Shandling
253,2000,Singer,4/10/00,Musician,Roger Daltrey
254,2000,writer,4/11/00,Media,Ben Stein
255,2000,Film actor,4/12/00,Acting,Patrick Stewart
256,2000,actor,4/13/00,Acting,David Alan Grier
257,2000,actor,4/17/00,Acting,Stanley Tucci
258,2000,actress,4/18/00,Acting,Samantha Mathis
259,2000,professional wrestler,4/19/00,Athletics,Diamond Dallas Page
260,2000,former us senator,4/20/00,Politician,Arlen Specter
261,2000,publisher,4/24/00,Media,Hugh Hefner and Bentley twins
262,2000,model,4/24/00,Media,Hugh Hefner and Bentley twins
263,2000,actress,4/25/00,Acting,Kirsten Dunst
264,2000,film actress,4/26/00,Acting,Jeanne Tripplehorn
265,2000,actor,4/27/00,Acting,Stephen Baldwin
266,2000,Film actress,5/1/00,Acting,S. Epatha Merkerson
267,2000,actor,5/10/00,Acting,Andy Richter
268,2000,actress,5/11/00,Acting,Betty White
269,2000,television actress,5/15/00,Acting,Tracey Ullman
270,2000,actor,5/16/00,Acting,Kyle MacLachlan
271,2000,actress,5/17/00,Acting,Jane Leeves
272,2000,actor,5/18/00,Acting,Michael Rapaport
273,2000,actor,5/2/00,Acting,Luke Wilson
274,2000,actress,5/3/00,Acting,Julie Warner
275,2000,actress,5/30/00,Acting,Laura Kightlinger
276,2000,actress,5/31/00,Acting,Thandie Newton
277,2000,actor,5/4/00,Acting,Eric Close
278,2000,actress,5/8/00,Acting,Wendie Malick
279,2000,actor,5/9/00,Acting,Jesse L. Martin
280,2000,reality show contestant,6/1/00,Media,Sonja Christopher
281,2000,actor,6/13/00,Acting,Mark Curry
282,2000,television host,6/14/00,Media,Jimmy Kimmel & Adam Carolla
283,2000,comedian,6/14/00,Comedy,Jimmy Kimmel & Adam Carolla
284,2000,actress,6/15/00,Acting,Julie Brown
285,2000,writer,6/19/00,Media,Heather Donahue
286,2000,former press secretary,6/20/00,Political Aide,Joe Lockhart
287,2000,actor,6/21/00,Acting,Freddie Prinze Jr.
288,2000,actress,6/22/00,Acting,Alicia Silverstone
289,2000,comic,6/26/00,Comedy,Cheri Oteri
290,2000,game show host,6/27/00,Media,Jeff Probst
291,2000,Guitarist,6/28/00,Musician,Richie Sambora
292,2000,actor,6/29/00,Acting,John C. Reilly
293,2000,magician,6/5/00,Media,Penn and Teller
294,2000,actress,6/6/00,Acting,Kelli Williams
295,2000,Filmmaker,6/7/00,Media,Michael Moore
296,2000,actress,7/10/00,Acting,Anna Paquin
297,2000,actor,7/11/00,Acting,J. K. Simmons
298,2000,actress,7/12/00,Acting,Famke Janssen
299,2000,actor,7/13/00,Acting,Billy Crudup
300,2000,actor,7/17/00,Acting,Shawn Wayans & Marlon Wayans
301,2000,actor,7/17/00,Acting,Shawn Wayans & Marlon Wayans
302,2000,actress,7/18/00,Acting,Halle Berry
303,2000,,7/19/00,,Fourth Anniversary Special
304,2000,television personality,7/20/00,Media,Al Roker
305,2000,actor,7/24/00,Acting,Peter Fonda
306,2000,writer,7/25/00,Media,Joe Eszterhas
307,2000,actress,7/26/00,Acting,Jennifer Beals
308,2000,,7/31/00,,"Campaign Trail to the Road to the White House Mo Rocca, Vance DeGeneres"
309,2000,american politician,8/1/00,Politician,Bob Dole
310,2000,former governor of nebraska,8/15/00,Politician,Bob Kerrey
311,2000,actor,8/16/00,Acting,William Baldwin
312,2000,american politician,8/18/00,Politician,Bob Dole
313,2000,Former U.S. Representative,8/2/00,Politician,Mary Bono
314,2000,actor,8/22/00,Acting,Jeremy Piven
315,2000,Musician,8/23/00,Musician,Slash
316,2000,actor,8/24/00,Acting,Vincent D'Onofrio
317,2000,american politician,8/3/00,Politician,Bob Dole
318,2000,Former United States Secretary of Labor,8/4/00,Politician,Robert Reich and Ben Stein
319,2000,writer,8/4/00,Media,Robert Reich and Ben Stein
320,2000,actor,9/11/00,Acting,Joe Mantegna
321,2000,actor,9/12/00,Acting,Eugene Levy
322,2000,boxer,9/13/00,Athletics,Lennox Lewis
323,2000,former us senator,9/14/00,Politician,Joe Lieberman
324,2000,actor,9/18/00,Acting,Ryan Phillippe
325,2000,actress,9/19/00,Acting,Jamie Lee Curtis
326,2000,rock band,9/20/00,Musician,Barenaked Ladies
327,2000,actor,9/21/00,Acting,Jamie Foxx
328,2000,comedian,9/25/00,Comedy,Jonathan Katz
329,2000,actor,9/26/00,Acting,Bill Goldberg
330,2000,actor,9/27/00,Acting,Sylvester Stallone
331,2000,actor,9/28/00,Acting,Tony Danza
332,2000,film actor,9/5/00,Acting,Donal Logue
333,2000,actor,9/6/00,Acting,Greg Kinnear
334,2000,Band,9/7/00,Musician,Spinal Tap
335,2001,singer,1/10/01,Musician,Vitamin C
336,2001,actress,1/11/01,Acting,Julia Stiles
337,2001,actor,1/15/01,Acting,Willem Dafoe
338,2001,actor,1/16/01,Acting,Tim Robbins
339,2001,Reporter,1/17/01,Media,Sam Donaldson
340,2001,actress,1/18/01,Acting,Lynn Whitfield
341,2001,television host,1/22/01,Media,Bill O'Reilly
342,2001,actor,1/23/01,Acting,Matthew McConaughey
343,2001,American football quarterback,1/24/01,Athletics,Terry Bradshaw
344,2001,actor,1/25/01,Acting,Topher Grace
345,2001,actor,1/29/01,Acting,David Boreanaz
346,2001,film actress,1/30/01,Acting,Dyan Cannon
347,2001,actor,1/31/01,Acting,James van der Beek
348,2001,Comedian,1/9/01,Comedy,Richard Lewis
349,2001,actor,10/1/01,Acting,Kelsey Grammer
350,2001,actor,10/10/01,Acting,Jeremy Piven
351,2001,journalist,10/11/01,Media,John Miller
352,2001,chef,10/15/01,Misc,Emeril Lagasse
353,2001,actress,10/16/01,Acting,Lorraine Bracco
354,2001,actor,10/17/01,Acting,Snoop Dogg
355,2001,journalist,10/18/01,Media,Fareed Zakaria
356,2001,actor,10/2/01,Acting,James Belushi
357,2001,Singer,10/22/01,Musician,Lance Bass
358,2001,journalist,10/23/01,Media,Don Dahler
359,2001,commentator,10/24/01,Media,Greta Van Susteren
360,2001,actor,10/25/01,Acting,Jeff Bridges
361,2001,professor,10/3/01,Academic,Stephen S. Morse
362,2001,actor,10/30/01,Acting,Rob Morrow
363,2001,Diplomat,10/31/01,Government,Richard Holbrooke
364,2001,actress,10/4/01,Acting,Kate Beckinsale
365,2001,actor,10/9/01,Acting,Owen Wilson
366,2001,actor,11/1/01,Acting,Kevin Spacey
367,2001,Journalist,11/12/01,Media,Steve Kroft
368,2001,television presenter,11/13/01,Media,Anne Robinson
369,2001,american television personality,11/14/01,Media,Carson Daly
370,2001,actor,11/15/01,Acting,John Stamos
371,2001,actor,11/26/01,Acting,Edward Burns
372,2001,Lawyer,11/27/01,Misc,Star Jones
373,2001,actress,11/28/01,Acting,Jennifer Garner
374,2001,journalist,11/29/01,Media,David Halberstam
375,2001,actor,11/5/01,Acting,Paul Rudd
376,2001,Political satirist,11/6/01,Media,P. J. O'Rourke
377,2001,white house sommunications director,11/7/01,Political Aide,George Stephanopoulos
378,2001,comedian,11/8/01,Comedy,Jennifer Saunders
379,2001,Comedian,12/10/01,Comedy,Stephen Colbert as Al Sharpton (Sharpton had been the scheduled guest)
380,2001,comedian,12/11/01,Comedy,Dave Gorman
381,2001,film actress,12/12/01,Acting,Janeane Garofalo
382,2001,television actress,12/13/01,Acting,Tracey Ullman
383,2001,actor,12/17/01,Acting,Elijah Wood
384,2001,Author,12/18/01,Media,Peggy Noonan
385,2001,actor,12/19/01,Acting,Gary Sinise
386,2001,actor,12/20/01,Acting,Jamie Foxx
387,2001,Professor,12/3/01,Academic,Nadine Strossen
388,2001,telvision personality,12/4/01,Media,John Edward
389,2001,actress,12/5/01,Acting,Marg Helgenberger
390,2001,actor,12/6/01,Acting,Ted Danson
391,2001,actor,2/1/01,Acting,Tim Blake Nelson
392,2001,musician,2/12/01,Musician,Dave Grohl
393,2001,muppet,2/13/01,Media,Kermit the Frog
394,2001,actress,2/14/01,Acting,Jessica Alba
395,2001,Comedian,2/15/01,Comedy,Wanda Sykes
396,2001,actor,2/20/01,Acting,Greg Germann
397,2001,comedian,2/21/01,Comedy,Chris Rock
398,2001,actress,2/22/01,Acting,Kelly Ripa
399,2001,actor,2/26/01,Acting,Ted Danson
400,2001,actor,2/27/01,Acting,Joe Pantoliano
401,2001,actress,2/28/01,Acting,Heather Locklear
402,2001,Former United States Deputy Secretary of State,3/1/01,Government,Warren Christopher
403,2001,actor,3/19/01,Acting,Chris Meloni
404,2001,actress,3/20/01,Acting,Mary Stuart Masterson
405,2001,news anchor,3/21/01,Media,Jeff Varner
406,2001,actor,3/22/01,Acting,Denis Leary
407,2001,Columnist,3/26/01,Media,Richard Roeper
408,2001,Comedian,3/27/01,Comedy,Richard Lewis
409,2001,television actor,3/28/01,Acting,Mark Harmon
410,2001,actress,3/29/01,Acting,Jennifer Love Hewitt
411,2001,actor,3/5/01,Acting,Martin Short
412,2001,actor,3/6/01,Acting,Ed Burns
413,2001,model,3/7/01,Media,Carmen Electra
414,2001,actor,3/8/01,Acting,Javier Bardem
415,2001,sportscaster,4/10/01,Media,Bob Costas
416,2001,actor,4/11/01,Acting,Damon Wayans
417,2001,television actress,4/12/01,Acting,Brittany Daniel
418,2001,journalist,4/2/01,Media,Lisa Ling
419,2001,television producer,4/23/01,Media,Don Hewitt
420,2001,actress,4/24/01,Acting,Rachael Leigh Cook
421,2001,actor,4/25/01,Acting,Tom Green
422,2001,actor,4/26/01,Acting,Tom Cavanagh
423,2001,actress,4/3/01,Acting,Amy Sedaris
424,2001,actor,4/30/01,Acting,Eric McCormack
425,2001,actor,4/4/01,Acting,D.L. Hughley
426,2001,actor,4/5/01,Acting,Steven Weber
427,2001,actor,4/9/01,Acting,Paul Reubens
428,2001,actor,5/1/01,Acting,Dominic Chianese
429,2001,television actress,5/10/01,Acting,Patricia Richardson
430,2001,Film actress,5/14/01,Acting,Maura Tierney
431,2001,actress,5/15/01,Acting,Denise Quií±ones
432,2001,actor,5/16/01,Acting,Heath Ledger
433,2001,former mayor of cincinatti,5/17/01,Politician,Jerry Springer
434,2001,,5/2/01,,No guest
435,2001,actor,5/29/01,Acting,Richard Schiff
436,2001,actor,5/3/01,Acting,Robert Patrick
437,2001,film actor,5/30/01,Acting,Bradley Whitford
438,2001,actress,5/31/01,Acting,Leah Remini
439,2001,singer,5/7/01,Musician,Chris Robinson
440,2001,actor,5/8/01,Acting,James Van Der Beek
441,2001,Guitarist,5/9/01,Musician,Richie Sambora
442,2001,journalist,6/11/01,Media,Joe Queenan
443,2001,bass guitarist,6/12/01,Musician,Gene Simmons
444,2001,actor,6/13/01,Acting,David Duchovny
445,2001,journalist,6/14/01,Media,Jeff Greenfield
446,2001,actor,6/18/01,Acting,Martin Short
447,2001,actor,6/19/01,Acting,Michael Rapaport
448,2001,actor,6/20/01,Acting,Alec Baldwin
449,2001,Singer,6/21/01,Musician,Mí_a
450,2001,actor,6/25/01,Acting,Sam Robards
451,2001,stunt perfomrer,6/26/01,Acting,Johnny Knoxville
452,2001,film actor,6/27/01,Acting,Jet Li
453,2001,actress,6/28/01,Acting,Bridget Fonda
454,2001,comedian,6/4/01,Comedy,Jake Johannsen
455,2001,Stand-up comedian,6/5/01,Comedy,Richard Belzer
456,2001,television personality,6/6/01,Media,Al Roker
457,2001,stand-up comedian,6/7/01,Comedy,Bernie Mac
458,2001,Pop group,7/10/01,Musician,Spice Girls
459,2001,actor,7/11/01,Acting,James Woods
460,2001,actor,7/12/01,Acting,Vince Vaughn
461,2001,actor,7/16/01,Acting,Jon Favreau
462,2001,Journalist,7/17/01,Media,Maria Bartiromo
463,2001,actor,7/18/01,Acting,Edward Norton
464,2001,actor,7/19/01,Acting,Hank Azaria
465,2001,actor,7/23/01,Acting,Larry Miller
466,2001,actor,7/24/01,Acting,Paul Giamatti
467,2001,former us senator,7/25/01,Politician,Joe Lieberman
468,2001,us senator,7/26/01,Politician,John McCain
469,2001,actress,7/30/01,Acting,Jerri Manthey
470,2001,Film actor,7/31/01,Acting,Peter Krause
471,2001,actor,7/9/01,Acting,Sean Hayes
472,2001,actor,8/1/01,Acting,Jackie Chan
473,2001,writer,8/13/01,Media,David Rakoff
474,2001,actor,8/14/01,Acting,John Carpenter
475,2001,actor,8/15/01,Acting,Seth Green
476,2001,model,8/16/01,Media,Fabio
477,2001,film actress,8/2/01,Acting,Janeane Garofalo
478,2001,actor,8/20/01,Acting,Cuba Gooding Jr.
479,2001,actor,8/21/01,Acting,Griffin Dunne
480,2001,actor,8/22/01,Acting,Will Ferrell
481,2001,Screenwriter,8/23/01,Media,Kevin Smith
482,2001,actress,8/6/01,Acting,Andie MacDowell
483,2001,comedian,8/7/01,Comedy,Joe Rogan
484,2001,Model,8/8/01,Media,Tara Reid
485,2001,actor,8/9/01,Acting,Jason Biggs
486,2001,Rock band,9/10/01,Musician,They Might Be Giants
487,2001,guitarist,9/11/01,Musician,Dave Navarro
488,2001,essayist,9/24/01,Media,Frank Rich
489,2001,broadcaster,9/25/01,Media,Aaron Brown
490,2001,journalist,9/26/01,Media,Jeff Greenfield
491,2001,Rock duo,9/27/01,Musician,Tenacious D
492,2002,actor,1/10/02,Acting,Jack Black
493,2002,journalist,1/14/02,Media,Lesley Stahl
494,2002,actor,1/15/02,Acting,Ian McKellen
495,2002,actor,1/16/02,Acting,Colin Hanks
496,2002,actor,1/17/02,Acting,Jeremy Northam
497,2002,minister,1/21/02,Clergy,Al Sharpton
498,2002,actor,1/22/02,Acting,Anthony LaPaglia
499,2002,actor,1/23/02,Acting,Harold Ramis
500,2002,Journalist,1/24/02,Media,Sebastian Junger
501,2002,journalist,1/28/02,Media,Ron Insana
