,Unnamed: 0,School Name,City,State,District Name,Model Selected,Award_Amount,Region
454,469,WALKER-SPIVEY,FAYETTEVILLE,NC,CUMBERLAND COUNTY SCHOOLS,Transformation,630752,South
455,470,ENFIELD MIDDLE,ENFIELD,NC,HALIFAX COUNTY SCHOOLS,Transformation,870080,South
456,471,MANDAREE HIGH SCHOOL,MANDAREE,ND,MANDAREE 36,Transformation,418574,Midwest
457,472,SANTEE ELEMENTARY SCHOOL,NIOBRARA,NE,SANTEE COMMUNITY SCHOOLS,Transformation,510953,Midwest
458,473,CRAWFORD ELEMENTARY SCHOOL,CRAWFORD,NE,CRAWFORD PUBLIC SCHOOLS,Transformation,429450,Midwest
459,474,MINATARE ELEMENTARY SCHOOL,MINATARE,NE,MINATARE PUBLIC SCHOOLS,Transformation,474603,Midwest
460,475,WINNEBAGO HIGH SCHOOL,WINNEBAGO,NE,WINNEBAGO PUBLIC SCHOOLS,Transformation,724045,Midwest
461,476,MADISON ELEMENTARY SCHOOL,MADISON,NE,MADISON PUBLIC SCHOOLS,Transformation,465550,Midwest
462,477,SANTEE HIGH SCHOOL,NIOBRARA,NE,SANTEE COMMUNITY SCHOOLS,Transformation,542500,Midwest
463,478,ELLIOTT ELEMENTARY SCHOOL,LINCOLN,NE,LINCOLN PUBLIC SCHOOLS,Transformation,930978,Midwest
464,479,PITTSFIELD HIGH SCHOOL,PITTSFIELD,NH,PITTSFIELD SCHOOL DISTRICT,Transformation,344358,Northeast
465,480,NUTE HIGH SCHOOL,MILTON,NH,MILTON SCHOOL DISTRICT,Transformation,421278,Northeast
466,481,SOUTHSIDE MIDDLE SCHOOL,MANCHESTER,NH,MANCHESTER SCHOOL DISTRICT,Transformation,346179,Northeast
467,482,NUTE JUNIOR HIGH SCHOOL,MILTON,NH,MILTON SCHOOL DISTRICT,Transformation,337678,Northeast
468,483,PARKER-VARNEY SCHOOL,MANCHESTER,NH,MANCHESTER SCHOOL DISTRICT,Transformation,444472,Northeast
469,484,PITTSFIELD MIDDLE SCHOOL,PITTSFIELD,NH,PITTSFIELD SCHOOL DISTRICT,Transformation,344358,Northeast
470,485,GOSSLER PARK SCHOOL,MANCHESTER,NH,MANCHESTER SCHOOL DISTRICT,Transformation,423281,Northeast
471,486,ESSEX CTY VOC-WEST CALDW,WEST CALDWELL,NJ,ESSEX COUNTY VOCATIONAL S,Transformation,526481,Northeast
472,487,DAYTON ST,NEWARK,NJ,NEWARK,Transformation,166069,Northeast
473,488,RENAISSANCE ACADEMY,NEWARK,NJ,NEWARK,Restart,17529,Northeast
474,489,U S WIGGINS,CAMDEN,NJ,CAMDEN CITY,Transformation,108077,Northeast
475,490,MALCOLM X SHABAZZ HIGH,NEWARK,NJ,NEWARK,Turnaround,179302,Northeast
476,491,FRED W  MARTIN #41,JERSEY CITY,NJ,JERSEY CITY,Turnaround,199968,Northeast
477,492,CRAMER,CAMDEN,NJ,CAMDEN CITY,Transformation,111495,Northeast
478,493,TRENTON CENTRAL HIGH,TRENTON,NJ,TRENTON,Transformation,159639,Northeast
479,494,NEWARK VOCATIONAL H S,NEWARK,NJ,NEWARK,Transformation,136924,Northeast
480,495,HENRY SNYDER,JERSEY CITY,NJ,JERSEY CITY,Turnaround,199315,Northeast
481,496,ABRAHAM CLARK HIGH,ROSELLE,NJ,ROSELLE BOROUGH,Transformation,160469,Northeast
482,497,CENTRAL,NEWARK,NJ,NEWARK,Transformation,193035,Northeast
483,498,R. SARRACINO MIDDLE,SOCORRO,NM,SOCORRO CONSOLIDATED SCHOOLS,Transformation,975000,West
484,499,LAGUNA-ACOMA HIGH,NEW LAGUNA,NM,GRANTS-CIBOLA COUNTY SCHOOLS,Transformation,10000,West
485,500,EL CAMINO REAL ACADEMY,ALBUQUERQUE,NM,ALBUQUERQUE PUBLIC SCHOOLS,Transformation,10000,West
486,502,CROWNPOINT HIGH,CROWNPOINT,NM,GALLUP-MCKINLEY CTY SCHOOLS,Transformation,10000,West
487,503,ERNIE PYLE MIDDLE,ALBUQUERQUE,NM,ALBUQUERQUE PUBLIC SCHOOLS,Transformation,10000,West
488,505,RAMIREZ THOMAS ELEM,SANTA FE,NM,SANTA FE PUBLIC SCHOOLS,Turnaround,10000,West
489,506,NEWCOMB HIGH,NEWCOMB,NM,CENTRAL CONSOLIDATED SCHOOLS,Transformation,10000,West
490,508,LYBROOK ELEMENTARY,CUBA,NM,JEMEZ MOUNTAIN PUBLIC SCHOOLS,Transformation,500000,West
491,509,NASCHITTI ELEMENTARY,SHEEP SPRINGS,NM,CENTRAL CONSOLIDATED SCHOOLS,Transformation,500000,West
492,511,ECHO LODER ELEMENTARY SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Transformation,424326,West
493,512,RANCHO HIGH SCHOOL,NORTH LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT,Transformation,100202,West
494,513,WILLIAM O'BRIEN MIDDLE SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Transformation,494913,West
495,514,KIT CARSON ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT,Turnaround,763905,West
496,515,GLENN DUNCAN ELEMENTARY SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Turnaround,505777,West
497,516,ARCHIE CLAYTON MIDDLE SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Transformation,477071,West
498,517,VETERANS MEMORIAL ELEMENTARY SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Transformation,427337,West
499,518,GEORGE L DILWORTH MIDDLE SCHOOL,SPARKS,NV,WASHOE COUNTY SCHOOL DISTRICT,Transformation,576840,West
500,519,EAGLE VALLEY MIDDLE SCHOOL,CARSON CITY,NV,CARSON CITY SCHOOL DISTRICT,Transformation,654043,West
501,520,SMITHRIDGE ELEMENTARY SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT,Turnaround,567154,West
502,521,SOUTH PARK HIGH SCHOOL,BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT,Transformation,10000,Northeast
503,522,WILLIAM E GRADY VOCATIONAL HIGH SCHOOL,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #21,Transformation,136581,Northeast
504,523,LONG ISLAND CITY HIGH SCHOOL,LONG ISLAND CITY,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Transformation,10000,Northeast
505,524,ROOSEVELT HIGH SCHOOL,YONKERS,NY,YONKERS CITY SCHOOL DISTRICT,Transformation,10000,Northeast
506,525,Robert Brown High School of Construction and Design,Rochester,NY,Rochester City School District,Turnaround,178685,Northeast
507,526,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,Transformation,850510,Northeast
508,527,DELAWARE ELEMENTARY SCHOOL,SYRACUSE,NY,SYRACUSE CITY SCHOOL DISTRICT,Transformation,10000,Northeast
509,528,INTERNATIONAL SCHOOL,BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT,Transformation,10000,Northeast
510,529,FRANKLIN D ROOSEVELT HIGH SCHOOL,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Transformation,10000,Northeast
511,530,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,LONG ISLAND CITY,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #24,Transformation,130051,Northeast
512,531,EMERSON MIDDLE SCHOOL,YONKERS,NY,YONKERS CITY SCHOOL DISTRICT,Turnaround,10000,Northeast
513,532,Vanguard Collegiate High School,Rochester,NY,Rochester City School District,Turnaround,122114,Northeast
514,533,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,Transformation,959246,Northeast
515,534,GLOBAL MEDIA ARTS HS AT FRANKLIN,ROCHESTER,NY,ROCHESTER CITY SCHOOL DISTRICT,Turnaround,137761,Northeast
516,535,"DR MARTIN LUTHER KING, JR MULTICULTURAL INSTITUTE",BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT,Transformation,188422,Northeast
517,536,FLUSHING HIGH SCHOOL,FLUSHING,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Transformation,10000,Northeast
518,537,COBBLE HILL SCHOOL OF AMERICAN STUDIES,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Transformation,994888,Northeast
519,538,HUGHES ELEMENTARY SCHOOL,SYRACUSE,NY,SYRACUSE CITY SCHOOL DISTRICT,Transformation,10000,Northeast
520,539,UNITY CENTER FOR URBAN TECHNOLOGIES,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,Transformation,757113,Northeast
521,540,EAST HIGH SCHOOL,ROCHESTER,NY,ROCHESTER CITY SCHOOL DISTRICT,Transformation,19525,Northeast
522,541,BENNETT HIGH SCHOOL,BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT,Transformation,10000,Northeast
523,542,AUTOMOTIVE HIGH SCHOOL,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #14,Transformation,117372,Northeast
524,543,Rochester STEM High School,Rochester,NY,Rochester City School District,Turnaround,185579,Northeast
525,544,SCHOOL FOR GLOBAL STUDIES,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Transformation,890934,Northeast
526,545,GEORGE FOWLER HIGH SCHOOL,SYRACUSE,NY,SYRACUSE CITY SCHOOL DISTRICT,Transformation,10000,Northeast
527,546,WOODLAND HILLS SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL,Turnaround,723790,Midwest
528,547,CRITTENTON COMMUNITY SCHOOL,COLUMBUS,OH,CRITTENTON COMMUNITY SCHOOL,Transformation,246750,Midwest
529,548,EAST HIGH SCHOOL,YOUNGSTOWN,OH,YOUNGSTOWN CITY SCHOOLS,Transformation,805793,Midwest
530,549,FRANKLIN D. ROOSEVELT,CLEVELAND,OH,CLEVELAND MUNICIPAL,Turnaround,725800,Midwest
531,550,DUNBAR HIGH SCHOOL,DAYTON,OH,DAYTON CITY,Transformation,350537,Midwest
532,551,GLENVILLE HIGH SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL,Turnaround,691110,Midwest
533,552,WEST HIGH SCHOOL,COLUMBUS,OH,COLUMBUS CITY,Transformation,948140,Midwest
534,553,WOODWARD CAREER TECHNICAL HIGH SCHOOL,CINCINNATI,OH,CINCINNATI CITY,Transformation,10000,Midwest
535,554,CHAMPION MIDDLE SCHOOL,COLUMBUS,OH,COLUMBUS CITY,Transformation,104115,Midwest
536,555,ROTHENBERG PREPARATORY ACADEMY,CINCINNATI,OH,CINCINNATI CITY,Transformation,949658,Midwest
537,556,KEIFER ALTERNATIVE CENTER,SPRINGFIELD,OH,SPRINGFIELD CITY,Transformation,10000,Midwest
538,557,LINCOLN-WEST HIGH SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL,Turnaround,109111,Midwest
539,558,BELMONT HIGH SCHOOL,DAYTON,OH,DAYTON CITY,Transformation,350537,Midwest
540,559,EAST TECHNICAL HIGH SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL,Turnaround,109111,Midwest
541,560,WEINLAND PARK ELEMENTARY SCHOOL,COLUMBUS,OH,COLUMBUS CITY,Transformation,825100,Midwest
542,561,VIRTUAL HIGH SCHOOL,CINCINNATI,OH,CINCINNATI CITY,Transformation,797726,Midwest
543,562,BELLEFAIRE,UNIVERSITY HTS,OH,CLEVELAND HEIGHTS-UNIVERSITY HEIGHTS CITY,Transformation,712097,Midwest
544,563,GEORGE HAYS - JENNIE PORTER,CINCINNATI,OH,CINCINNATI CITY,Transformation,108635,Midwest
545,564,PATRICK HENRY SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL,Transformation,451750,Midwest
