,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,org_idx,org_dummy,depart_bucket,depart_dummy,dow_dummy,mon_dummy,features
678,9,29,3,WN,817,SMF,9.5,75,-7.0,626.0,4.0,"(7,[4],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,5,11,18,30],[626.0,1.0,1.0,1.0,1.0])"
679,9,30,4,UA,346,ORD,21.42,94,,761.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,19,30],[761.0,1.0,1.0,1.0])"
680,9,30,4,UA,863,ORD,18.85,275,61.0,2971.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,14,19,30],[2971.0,1.0,1.0,1.0,1.0])"
681,9,31,5,OO,5572,SFO,11.38,92,101.0,529.0,1.0,"(7,[1],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,2,11,20,30],[529.0,1.0,1.0,1.0,1.0])"
682,9,31,5,UA,549,ORD,10.88,92,,538.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,1,11,20,30],[538.0,1.0,1.0,1.0,1.0])"
683,9,31,5,WN,236,SMF,10.17,70,0.0,576.0,4.0,"(7,[4],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,5,11,20,30],[576.0,1.0,1.0,1.0,1.0])"
684,10,1,6,AA,1544,ORD,18.17,110,-17.0,985.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,1,14,31],[985.0,1.0,1.0,1.0])"
685,10,1,6,OO,5790,SFO,16.98,58,21.0,246.0,1.0,"(7,[1],[1.0])",5.0,"(7,[5],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,2,13,31],[246.0,1.0,1.0,1.0])"
686,10,1,6,UA,506,ORD,8.07,91,-15.0,761.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,1,10,31],[761.0,1.0,1.0,1.0])"
687,10,2,0,UA,34,OGG,14.5,294,74.0,3763.0,6.0,"(7,[6],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[10],[1.0])","(32,[0,7,12,15,31],[3763.0,1.0,1.0,1.0,1.0])"
688,10,2,0,US,384,SMF,10.13,81,47.0,639.0,4.0,"(7,[4],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[10],[1.0])","(32,[0,5,11,15,31],[639.0,1.0,1.0,1.0,1.0])"
689,10,3,1,B6,345,JFK,8.33,192,-1.0,1675.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,3,10,16,31],[1675.0,1.0,1.0,1.0,1.0])"
690,10,4,2,OO,5704,SJC,20.5,67,-14.0,377.0,5.0,"(7,[5],[1.0])",6.0,"(7,[6],[1.0])","(6,[2],[1.0])","(11,[10],[1.0])","(32,[0,6,14,17,31],[377.0,1.0,1.0,1.0,1.0])"
691,10,4,2,US,2179,LGA,15.0,70,-12.0,344.0,3.0,"(7,[3],[1.0])",5.0,"(7,[5],[1.0])","(6,[2],[1.0])","(11,[10],[1.0])","(32,[0,4,13,17,31],[344.0,1.0,1.0,1.0,1.0])"
692,10,5,3,UA,524,ORD,6.85,135,36.0,1395.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,1,10,18,31],[1395.0,1.0,1.0,1.0,1.0])"
693,10,6,4,AA,411,ORD,13.67,85,,538.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,1,12,19,31],[538.0,1.0,1.0,1.0,1.0])"
694,10,6,4,UA,1226,ORD,8.32,112,16.0,1001.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,1,10,19,31],[1001.0,1.0,1.0,1.0,1.0])"
695,10,8,6,AA,582,SJC,8.08,210,9.0,2314.0,5.0,"(7,[5],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,6,10,31],[2314.0,1.0,1.0,1.0])"
696,10,8,6,UA,6,SFO,7.45,333,1.0,4162.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,2,10,31],[4162.0,1.0,1.0,1.0])"
697,10,9,0,OH,6504,JFK,15.08,75,35.0,233.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[0],[1.0])","(11,[10],[1.0])","(32,[0,3,13,15,31],[233.0,1.0,1.0,1.0,1.0])"
698,10,10,1,AA,1864,TUS,7.08,210,-33.0,2313.0,7.0,"(7,[],[])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,10,16,31],[2313.0,1.0,1.0,1.0])"
699,10,10,1,UA,617,ORD,15.4,271,-24.0,2778.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,1,13,16,31],[2778.0,1.0,1.0,1.0,1.0])"
700,10,10,1,UA,674,ORD,9.07,131,-15.0,1180.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,1,11,16,31],[1180.0,1.0,1.0,1.0,1.0])"
701,10,10,1,UA,1633,ORD,11.93,235,-25.0,2317.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,1,11,16,31],[2317.0,1.0,1.0,1.0,1.0])"
702,10,12,3,AA,177,JFK,18.08,405,-23.0,4162.0,2.0,"(7,[2],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,3,14,18,31],[4162.0,1.0,1.0,1.0,1.0])"
703,10,14,5,OO,6218,ORD,20.75,134,,1188.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,1,14,20,31],[1188.0,1.0,1.0,1.0,1.0])"
704,10,14,5,UA,292,SFO,12.12,308,0.0,3935.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,2,12,20,31],[3935.0,1.0,1.0,1.0,1.0])"
705,10,15,6,B6,1075,JFK,16.17,109,258.0,463.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,3,13,31],[463.0,1.0,1.0,1.0])"
706,10,17,1,WN,2700,SMF,16.33,70,-4.0,576.0,4.0,"(7,[4],[1.0])",5.0,"(7,[5],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,5,13,16,31],[576.0,1.0,1.0,1.0,1.0])"
707,10,19,3,AA,827,ORD,18.08,285,-19.0,2943.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,1,14,18,31],[2943.0,1.0,1.0,1.0,1.0])"
708,10,19,3,AA,2309,ORD,8.75,160,-39.0,1291.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,1,10,18,31],[1291.0,1.0,1.0,1.0,1.0])"
709,10,19,3,B6,363,LGA,7.58,171,-25.0,1666.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,4,10,18,31],[1666.0,1.0,1.0,1.0,1.0])"
710,10,19,3,OO,6352,SFO,19.05,117,46.0,1209.0,1.0,"(7,[1],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,2,14,18,31],[1209.0,1.0,1.0,1.0,1.0])"
711,10,20,4,OH,6799,JFK,12.28,163,10.0,1191.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,3,12,19,31],[1191.0,1.0,1.0,1.0,1.0])"
712,10,20,4,OO,6760,ORD,11.18,76,-3.0,460.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,1,11,19,31],[460.0,1.0,1.0,1.0,1.0])"
713,10,21,5,OH,6467,LGA,17.18,120,29.0,694.0,3.0,"(7,[3],[1.0])",5.0,"(7,[5],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,4,13,20,31],[694.0,1.0,1.0,1.0,1.0])"
714,10,21,5,OO,6181,ORD,12.2,44,16.0,135.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,1,12,20,31],[135.0,1.0,1.0,1.0,1.0])"
715,10,21,5,OO,6585,ORD,14.93,63,0.0,343.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,1,12,20,31],[343.0,1.0,1.0,1.0,1.0])"
716,10,22,6,B6,217,JFK,18.08,405,17.0,3967.0,2.0,"(7,[2],[1.0])",6.0,"(7,[6],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,3,14,31],[3967.0,1.0,1.0,1.0])"
717,10,22,6,UA,566,ORD,18.05,120,-26.0,975.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,1,14,31],[975.0,1.0,1.0,1.0])"
718,10,22,6,WN,1010,SFO,18.0,150,-13.0,1556.0,1.0,"(7,[1],[1.0])",6.0,"(7,[6],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,2,14,31],[1556.0,1.0,1.0,1.0])"
719,10,23,0,UA,681,LGA,13.0,159,-28.0,1180.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[10],[1.0])","(32,[0,4,12,15,31],[1180.0,1.0,1.0,1.0,1.0])"
720,10,24,1,AA,1503,ORD,12.08,170,-11.0,1802.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,1,12,16,31],[1802.0,1.0,1.0,1.0,1.0])"
721,10,24,1,OO,5608,SFO,14.62,60,6.0,254.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,2,12,16,31],[254.0,1.0,1.0,1.0,1.0])"
722,10,24,1,UA,341,ORD,9.75,94,-17.0,669.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[10],[1.0])","(32,[0,1,11,16,31],[669.0,1.0,1.0,1.0,1.0])"
723,10,25,2,B6,377,LGA,13.42,179,30.0,1732.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[10],[1.0])","(32,[0,4,12,17,31],[1732.0,1.0,1.0,1.0,1.0])"
724,10,25,2,WN,1489,SMF,14.5,75,1.0,626.0,4.0,"(7,[4],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[10],[1.0])","(32,[0,5,12,17,31],[626.0,1.0,1.0,1.0,1.0])"
725,10,26,3,AA,1677,ORD,18.67,260,-7.0,2778.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,1,14,18,31],[2778.0,1.0,1.0,1.0,1.0])"
726,10,26,3,OO,5444,SFO,17.83,66,19.0,307.0,1.0,"(7,[1],[1.0])",5.0,"(7,[5],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,2,13,18,31],[307.0,1.0,1.0,1.0,1.0])"
727,10,26,3,US,1776,TUS,9.75,213,-2.0,2792.0,7.0,"(7,[],[])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[10],[1.0])","(32,[0,11,18,31],[2792.0,1.0,1.0,1.0])"
728,10,27,4,AA,1872,ORD,12.67,155,-18.0,1617.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,1,12,19,31],[1617.0,1.0,1.0,1.0,1.0])"
729,10,27,4,UA,704,SFO,7.33,109,-14.0,885.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[10],[1.0])","(32,[0,2,10,19,31],[885.0,1.0,1.0,1.0,1.0])"
730,10,28,5,AA,2057,ORD,8.5,275,-15.0,3335.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[10],[1.0])","(32,[0,1,10,20,31],[3335.0,1.0,1.0,1.0,1.0])"
731,10,29,6,OO,6015,ORD,9.73,117,-32.0,896.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,1,11,31],[896.0,1.0,1.0,1.0])"
732,10,29,6,UA,1186,ORD,8.0,75,-17.0,476.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[10],[1.0])","(32,[0,1,10,31],[476.0,1.0,1.0,1.0])"
733,10,30,0,B6,65,JFK,11.0,182,84.0,1617.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[10],[1.0])","(32,[0,3,11,15,31],[1617.0,1.0,1.0,1.0,1.0])"
734,11,1,1,AA,1571,ORD,12.17,85,115.0,538.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,12,16],[538.0,1.0,1.0,1.0])"
735,11,1,1,AA,1659,ORD,20.67,90,83.0,649.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,14,16],[649.0,1.0,1.0,1.0])"
736,11,1,1,WN,2556,SFO,20.92,85,41.0,542.0,1.0,"(7,[1],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,2,14,16],[542.0,1.0,1.0,1.0])"
737,11,2,2,AA,3,JFK,12.17,375,-29.0,3983.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,3,12,17],[3983.0,1.0,1.0,1.0])"
738,11,2,2,AA,1184,ORD,11.83,130,49.0,1157.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,11,17],[1157.0,1.0,1.0,1.0])"
739,11,2,2,AA,1210,ORD,12.42,135,-17.0,1395.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,12,17],[1395.0,1.0,1.0,1.0])"
740,11,4,4,AA,759,LGA,14.83,250,280.0,2235.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,4,12,19],[2235.0,1.0,1.0,1.0])"
741,11,4,4,US,2134,LGA,16.0,69,-16.0,298.0,3.0,"(7,[3],[1.0])",5.0,"(7,[5],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,4,13,19],[298.0,1.0,1.0,1.0])"
742,11,5,5,HA,575,OGG,14.42,34,-9.0,161.0,6.0,"(7,[6],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[],[])","(32,[0,7,12,20],[161.0,1.0,1.0,1.0])"
743,11,5,5,OO,5954,ORD,8.02,77,0.0,520.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[],[])","(32,[0,1,10,20],[520.0,1.0,1.0,1.0])"
744,11,6,6,OO,5524,SFO,8.75,82,40.0,509.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[],[])","(32,[0,2,10],[509.0,1.0,1.0])"
745,11,6,6,UA,893,JFK,8.12,412,-40.0,4162.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[],[])","(32,[0,3,10],[4162.0,1.0,1.0])"
746,11,6,6,US,165,SJC,10.08,83,3.0,621.0,5.0,"(7,[5],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[],[])","(32,[0,6,11],[621.0,1.0,1.0])"
747,11,6,6,WN,3041,SMF,9.17,75,2.0,626.0,4.0,"(7,[4],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[],[])","(32,[0,5,11],[626.0,1.0,1.0])"
748,11,8,1,AA,1031,ORD,19.08,205,30.0,1989.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,14,16],[1989.0,1.0,1.0,1.0])"
749,11,8,1,OO,5590,SFO,7.77,60,88.0,254.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,2,10,16],[254.0,1.0,1.0,1.0])"
750,11,9,2,B6,131,JFK,7.33,195,-4.0,1728.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,3,10,17],[1728.0,1.0,1.0,1.0])"
751,11,9,2,OO,6752,ORD,6.22,107,-16.0,977.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,10,17],[977.0,1.0,1.0,1.0])"
752,11,11,4,AA,1462,ORD,8.33,125,10.0,1157.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,1,10,19],[1157.0,1.0,1.0,1.0])"
753,11,11,4,AA,1869,ORD,21.0,70,-9.0,415.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[4],[1.0])","(11,[],[])","(32,[0,1,19],[415.0,1.0,1.0])"
754,11,11,4,AA,2255,LGA,6.08,180,29.0,1765.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,4,10,19],[1765.0,1.0,1.0,1.0])"
755,11,12,5,UA,289,ORD,13.27,293,20.0,2971.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[],[])","(32,[0,1,12,20],[2971.0,1.0,1.0,1.0])"
756,11,13,6,AA,451,ORD,10.58,295,108.0,2971.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[],[])","(32,[0,1,11],[2971.0,1.0,1.0])"
757,11,13,6,OO,5867,ORD,17.22,176,97.0,1675.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[],[])","(11,[],[])","(32,[0,1,13],[1675.0,1.0,1.0])"
758,11,14,0,OO,6500,SJC,6.33,90,-28.0,496.0,5.0,"(7,[5],[1.0])",2.0,"(7,[2],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,6,10,15],[496.0,1.0,1.0,1.0])"
759,11,14,0,WN,129,SJC,12.83,75,-12.0,496.0,5.0,"(7,[5],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,6,12,15],[496.0,1.0,1.0,1.0])"
760,11,15,1,AA,1931,SFO,14.33,85,63.0,542.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,2,12,16],[542.0,1.0,1.0,1.0])"
761,11,15,1,AA,2303,ORD,6.75,160,23.0,1291.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,10,16],[1291.0,1.0,1.0,1.0])"
762,11,15,1,OO,5495,SFO,22.25,60,18.0,254.0,1.0,"(7,[1],[1.0])",7.0,"(7,[],[])","(6,[1],[1.0])","(11,[],[])","(32,[0,2,16],[254.0,1.0,1.0])"
763,11,15,1,WN,2241,SJC,13.0,75,18.0,550.0,5.0,"(7,[5],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,6,12,16],[550.0,1.0,1.0,1.0])"
764,11,16,2,AA,1447,ORD,14.58,140,28.0,1347.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,12,17],[1347.0,1.0,1.0,1.0])"
765,11,16,2,AA,1487,ORD,10.0,255,18.0,2689.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,11,17],[2689.0,1.0,1.0,1.0])"
766,11,16,2,UA,405,LGA,10.98,276,65.0,2606.0,3.0,"(7,[3],[1.0])",3.0,"(7,[3],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,4,11,17],[2606.0,1.0,1.0,1.0])"
767,11,17,3,B6,355,JFK,13.25,379,,3967.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[],[])","(32,[0,3,12,18],[3967.0,1.0,1.0,1.0])"
768,11,17,3,OH,6439,ORD,12.0,78,43.0,425.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[],[])","(32,[0,1,12,18],[425.0,1.0,1.0,1.0])"
769,11,17,3,UA,512,ORD,13.52,105,-13.0,956.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[],[])","(32,[0,1,12,18],[956.0,1.0,1.0,1.0])"
770,11,18,4,B6,709,JFK,9.98,236,4.0,2570.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,3,11,19],[2570.0,1.0,1.0,1.0])"
771,11,18,4,UA,371,ORD,17.72,274,16.0,2799.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,1,13,19],[2799.0,1.0,1.0,1.0])"
772,11,18,4,WN,1136,SFO,17.5,240,,2985.0,1.0,"(7,[1],[1.0])",5.0,"(7,[5],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,2,13,19],[2985.0,1.0,1.0,1.0])"
773,11,18,4,WN,3499,SJC,17.08,80,48.0,671.0,5.0,"(7,[5],[1.0])",5.0,"(7,[5],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,6,13,19],[671.0,1.0,1.0,1.0])"
774,11,19,5,AA,701,LGA,6.0,245,16.0,2235.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[],[])","(32,[0,4,10,20],[2235.0,1.0,1.0,1.0])"
775,11,19,5,OH,6785,JFK,16.0,96,152.0,343.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[5],[1.0])","(11,[],[])","(32,[0,3,13,20],[343.0,1.0,1.0,1.0])"
776,11,20,6,AA,1713,LGA,6.75,185,25.0,1765.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[],[])","(32,[0,4,10],[1765.0,1.0,1.0])"
777,11,20,6,OH,6577,JFK,9.33,166,184.0,1233.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[],[])","(32,[0,3,11],[1233.0,1.0,1.0])"
778,11,20,6,US,19,JFK,9.48,351,,3465.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[],[])","(32,[0,3,11],[3465.0,1.0,1.0])"
779,11,21,0,AA,411,ORD,13.67,85,16.0,538.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,1,12,15],[538.0,1.0,1.0,1.0])"
780,11,21,0,AA,761,ORD,10.58,70,45.0,415.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,1,11,15],[415.0,1.0,1.0,1.0])"
781,11,21,0,B6,619,JFK,20.98,171,210.0,1334.0,2.0,"(7,[2],[1.0])",6.0,"(7,[6],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,3,14,15],[1334.0,1.0,1.0,1.0])"
782,11,21,0,HA,545,OGG,17.67,34,34.0,161.0,6.0,"(7,[6],[1.0])",5.0,"(7,[5],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,7,13,15],[161.0,1.0,1.0,1.0])"
783,11,21,0,UA,470,ORD,21.4,117,108.0,1091.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[0],[1.0])","(11,[],[])","(32,[0,1,15],[1091.0,1.0,1.0])"
784,11,21,0,UA,885,ORD,8.05,278,82.0,2971.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[0],[1.0])","(11,[],[])","(32,[0,1,10,15],[2971.0,1.0,1.0,1.0])"
785,11,22,1,UA,1479,ORD,17.87,235,61.0,2317.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,13,16],[2317.0,1.0,1.0,1.0])"
786,11,22,1,US,821,ORD,9.5,113,58.0,964.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[],[])","(32,[0,1,11,16],[964.0,1.0,1.0,1.0])"
787,11,23,2,UA,216,SFO,8.9,89,43.0,599.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,2,10,17],[599.0,1.0,1.0,1.0])"
788,11,23,2,UA,730,ORD,19.25,112,177.0,1001.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[2],[1.0])","(11,[],[])","(32,[0,1,14,17],[1001.0,1.0,1.0,1.0])"
789,11,24,3,B6,1087,JFK,21.67,130,40.0,871.0,2.0,"(7,[2],[1.0])",7.0,"(7,[],[])","(6,[3],[1.0])","(11,[],[])","(32,[0,3,18],[871.0,1.0,1.0])"
790,11,24,3,WN,1852,TUS,16.83,95,150.0,726.0,7.0,"(7,[],[])",5.0,"(7,[5],[1.0])","(6,[3],[1.0])","(11,[],[])","(32,[0,13,18],[726.0,1.0,1.0])"
791,11,24,3,WN,2118,SFO,20.0,85,40.0,542.0,1.0,"(7,[1],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[],[])","(32,[0,2,14,18],[542.0,1.0,1.0,1.0])"
792,11,25,4,HA,215,OGG,16.58,34,7.0,161.0,6.0,"(7,[6],[1.0])",5.0,"(7,[5],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,7,13,19],[161.0,1.0,1.0,1.0])"
793,11,25,4,OO,5792,SFO,14.83,125,52.0,744.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[],[])","(32,[0,2,12,19],[744.0,1.0,1.0,1.0])"
