date,EBAY,NVDA,YHOO,AAPL
2011-09-13,29.399999,14.462266401590458,16.796309609442062,384.619991
2011-09-14,30.14,14.456938369781312,16.786695871244635,389.299992
2011-09-15,32.039998,14.451610337972168,16.777082133047212,392.959995
2011-09-16,33.689998,14.446282306163022,16.767468394849786,400.500008
2011-09-19,33.1,14.440954274353878,16.757854656652363,411.630009
2011-09-20,32.729999,14.435626242544732,16.748240918454936,413.449997
2011-09-21,32.239998,14.430298210735588,16.73862718025751,412.140007
2011-09-22,31.669999,14.424970178926442,16.729013442060086,401.820011
2011-09-23,32.079998,14.419642147117298,16.71939970386266,404.299988
2011-09-26,32.55,14.414314115308152,16.709785965665237,403.170002
2011-09-27,32.519999,14.408986083499006,16.70017222746781,399.260006
2011-09-28,31.64,14.403658051689861,16.690558489270387,397.009995
2011-09-29,30.669998,14.398330019880715,16.68094475107296,390.570007
2011-09-30,29.489999,14.393001988071571,16.671331012875537,381.319996
2011-10-03,28.109998,14.387673956262425,16.66171727467811,374.600002
2011-10-04,29.349999,14.382345924453281,16.652103536480688,372.500008
2011-10-05,30.529998,14.377017892644135,16.64248979828326,378.249992
2011-10-06,31.44,14.37168986083499,16.632876060085838,377.369999
2011-10-07,31.069999,14.366361829025845,16.62326232188841,369.799999
2011-10-10,32.3,14.3610337972167,16.61364858369099,388.809994
2011-10-11,32.829999,14.355705765407555,16.604034845493562,400.289989
2011-10-12,32.75,14.35037773359841,16.59442110729614,402.190006
2011-10-13,32.739998,14.345049701789264,16.584807369098712,408.429989
2011-10-14,33.689998,14.33972166998012,16.57519363090129,421.999992
2011-10-17,33.219999,14.334393638170974,16.565579892703862,419.990013
2011-10-18,33.869999,14.32906560636183,16.55596615450644,422.23999800000007
2011-10-19,33.179999,14.323737574552684,16.546352416309013,398.619991
2011-10-20,32.15,14.31840954274354,16.53673867811159,395.310009
2011-10-21,32.119999,14.313081510934394,16.527124939914163,392.870007
2011-10-24,32.369999,14.30775347912525,16.51751120171674,405.770008
2011-10-25,31.669999,14.302425447316104,16.507897463519313,397.770012
2011-10-26,31.079998,14.297097415506958,16.49828372532189,400.60001
2011-10-27,32.289998,14.291769383697813,16.488669987124464,404.69001
2011-10-28,33.25,14.28644135188867,16.47905624892704,404.949989
2011-10-31,31.829998,14.281113320079523,16.469442510729614,404.779999
2011-11-01,30.89,14.275785288270377,16.45982877253219,396.51001
2011-11-02,31.779998,14.270457256461233,16.450215034334764,397.410004
2011-11-03,33.05,14.265129224652089,16.440601296137338,403.07
2011-11-04,32.709999,14.259801192842943,16.430987557939915,400.240002
2011-11-07,32.469999,14.254473161033797,16.42137381974249,399.730003
2011-11-08,32.919999,14.249145129224653,16.411760081545065,406.229992
2011-11-09,31.179998,14.243817097415507,16.40214634334764,395.279995
2011-11-10,30.749999,14.238489065606363,16.392532605150215,385.220005
2011-11-11,31.759999,14.233161033797217,16.38291886695279,384.619991
2011-11-14,31.409999,14.227833001988072,16.373305128755366,379.260002
2011-11-15,31.45,14.222504970178926,16.36369139055794,388.829994
2011-11-16,30.54,14.217176938369782,16.354077652360516,384.770008
2011-11-17,29.649999,14.211848906560636,16.34446391416309,377.41
2011-11-18,29.809999,14.206520874751492,16.334850175965666,374.94001
2011-11-21,28.749999,14.201192842942346,16.32523643776824,369.009995
2011-11-22,29.039999,14.195864811133202,16.315622699570817,376.510006
2011-11-23,28.549999,14.190536779324056,16.30600896137339,366.990002
2011-11-25,28.23,14.185208747514912,16.296395223175967,363.570004
2011-11-28,29.659999,14.179880715705766,16.28678148497854,376.12001
2011-11-29,28.749999,14.174552683896621,16.277167746781117,373.199997
